nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,FROTHPGADP651,FR*SOD*S*GADP*6*5*_*_,CDGP - PCD,Voirie,1214 Aeroport Charles de Gaulle 93290 Tremblay-en-France,93290,"[49.003583,2.568567]",16,FROTHEGADP651,FR*SOD*E*GADP*6*5*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-08-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,FROTHPGADP641,FR*SOD*S*GADP*6*4*_*_,CDGP - PCD,Voirie,1214 Aeroport Charles de Gaulle 93290 Tremblay-en-France,93290,"[49.003583,2.568567]",16,FROTHEGADP641,FR*SOD*E*GADP*6*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-08-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,FROTHPGADP631,FR*SOD*S*GADP*6*3*_*_,CDGP - PCD,Voirie,1214 Aeroport Charles de Gaulle 93290 Tremblay-en-France,93290,"[49.003583,2.568567]",16,FROTHEGADP631,FR*SOD*E*GADP*6*3*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-08-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,FROTHPGADP612,FR*SOD*S*GADP*6*1*_*_,CDGP - PCD,Voirie,1214 Aeroport Charles de Gaulle 93290 Tremblay-en-France,93290,"[49.003583,2.568567]",16,FROTHEGADP612,FR*SOD*E*GADP*6*1*2*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-08-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT42,FR*SOD*S*GADP*7*4*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP742,FR*SOD*E*GADP*7*4*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT161,FR*SOD*S*GADP*7*16*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7161,FR*SOD*E*GADP*7*16*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT61,FR*SOD*S*GADP*7*6*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP761,FR*SOD*E*GADP*7*6*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT192,FR*SOD*S*GADP*7*19*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7192,FR*SOD*E*GADP*7*19*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT162,FR*SOD*S*GADP*7*16*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7162,FR*SOD*E*GADP*7*16*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT91,FR*SOD*S*GADP*7*9*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP791,FR*SOD*E*GADP*7*9*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT71,FR*SOD*S*GADP*7*7*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP771,FR*SOD*E*GADP*7*7*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT91,FR*SOD*S*GADP*7*9*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP791,FR*SOD*E*GADP*7*9*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT21,FR*SOD*S*GADP*7*2*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP721,FR*SOD*E*GADP*7*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT61,FR*SOD*S*GADP*7*6*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP761,FR*SOD*E*GADP*7*6*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT22,FR*SOD*S*GADP*7*2*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP722,FR*SOD*E*GADP*7*2*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT81,FR*SOD*S*GADP*7*8*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP781,FR*SOD*E*GADP*7*8*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT191,FR*SOD*S*GADP*7*19*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7191,FR*SOD*E*GADP*7*19*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT41,FR*SOD*S*GADP*7*4*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP741,FR*SOD*E*GADP*7*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT42,FR*SOD*S*GADP*7*4*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP742,FR*SOD*E*GADP*7*4*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT72,FR*SOD*S*GADP*7*7*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP772,FR*SOD*E*GADP*7*7*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT152,FR*SOD*S*GADP*7*15*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7152,FR*SOD*E*GADP*7*15*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT52,FR*SOD*S*GADP*7*5*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP752,FR*SOD*E*GADP*7*5*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT151,FR*SOD*S*GADP*7*15*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7151,FR*SOD*E*GADP*7*15*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT82,FR*SOD*S*GADP*7*8*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP782,FR*SOD*E*GADP*7*8*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT181,FR*SOD*S*GADP*7*18*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7181,FR*SOD*E*GADP*7*18*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT161,FR*SOD*S*GADP*7*16*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7161,FR*SOD*E*GADP*7*16*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT181,FR*SOD*S*GADP*7*18*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7181,FR*SOD*E*GADP*7*18*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT51,FR*SOD*S*GADP*7*5*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP751,FR*SOD*E*GADP*7*5*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT151,FR*SOD*S*GADP*7*15*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7151,FR*SOD*E*GADP*7*15*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT141,FR*SOD*S*GADP*7*14*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7141,FR*SOD*E*GADP*7*14*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT31,FR*SOD*S*GADP*7*3*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP731,FR*SOD*E*GADP*7*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT141,FR*SOD*S*GADP*7*14*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7141,FR*SOD*E*GADP*7*14*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT142,FR*SOD*S*GADP*7*14*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7142,FR*SOD*E*GADP*7*14*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT72,FR*SOD*S*GADP*7*7*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP772,FR*SOD*E*GADP*7*7*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT112,FR*SOD*S*GADP*7*11*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7112,FR*SOD*E*GADP*7*11*2*_,43,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-04-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT52,FR*SOD*S*GADP*7*5*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP752,FR*SOD*E*GADP*7*5*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT121,FR*SOD*S*GADP*7*12*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7121,FR*SOD*E*GADP*7*12*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT32,FR*SOD*S*GADP*7*3*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP732,FR*SOD*E*GADP*7*3*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT131,FR*SOD*S*GADP*7*13*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7131,FR*SOD*E*GADP*7*13*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT41,FR*SOD*S*GADP*7*4*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP741,FR*SOD*E*GADP*7*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT111,FR*SOD*S*GADP*7*11*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7111,FR*SOD*E*GADP*7*11*1*_,50,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-04-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT171,FR*SOD*S*GADP*7*17*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7171,FR*SOD*E*GADP*7*17*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT71,FR*SOD*S*GADP*7*7*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP771,FR*SOD*E*GADP*7*7*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT122,FR*SOD*S*GADP*7*12*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7122,FR*SOD*E*GADP*7*12*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT22,FR*SOD*S*GADP*7*2*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP722,FR*SOD*E*GADP*7*2*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT82,FR*SOD*S*GADP*7*8*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP782,FR*SOD*E*GADP*7*8*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT81,FR*SOD*S*GADP*7*8*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP781,FR*SOD*E*GADP*7*8*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT32,FR*SOD*S*GADP*7*3*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP732,FR*SOD*E*GADP*7*3*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT21,FR*SOD*S*GADP*7*2*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP721,FR*SOD*E*GADP*7*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT191,FR*SOD*S*GADP*7*19*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7191,FR*SOD*E*GADP*7*19*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-23,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT132,FR*SOD*S*GADP*7*13*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7132,FR*SOD*E*GADP*7*13*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT31,FR*SOD*S*GADP*7*3*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP731,FR*SOD*E*GADP*7*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT131,FR*SOD*S*GADP*7*13*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP7131,FR*SOD*E*GADP*7*13*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-11-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
ADP PUBLIC,,,Sodetrel,sav@izivia.com,0972668001,ADP PUBLIC,ADP_ORLY_BAT51,FR*SOD*S*GADP*7*5*_*_,ORY BAT - BAT,Voirie,"","","[48.733494,2.363758]",41,FROTHEGADP751,FR*SOD*E*GADP*7*5*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2018-09-27,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
